region_name,region_population,avg_rainfall_mm,soil_quality_index,temperature_celsius,major_crop_type,crop_area_hectares,crop_yield_tonne,fertilizer_demand_kg,pesticide_demand_litre,seed_demand_kg,irrigation_need_index,market_price_index,agri_infrastructure_score,subsidy_level
Arunachal Pradesh - Valley District 2370,9802,1795.8,65.4,22.6,Wheat,30.0,274.29,3075.8,62.6,1629.5,20.0,101.3,48.0,46.8
Madhya Pradesh - East District 2371,11569,554.9,42.3,24.6,Maize,30.0,125.05,3968.0,78.59,638.3,83.2,102.7,43.7,20.3
Meghalaya - Delta District 2372,14089,1122.1,52.7,20.3,Wheat,30.0,154.53,3515.7,60.62,1536.0,59.2,96.8,31.3,48.3
Assam - North District 2373,25043,1140.2,60.3,23.7,Rice,32.7,179.34,4395.3,65.56,1318.7,56.4,116.0,37.0,38.3
Uttar Pradesh - South District 2374,16940,251.0,34.6,27.2,Maize,30.0,53.07,3810.0,74.06,576.1,92.0,104.5,54.9,35.2
Odisha - Plains District 2375,12005,912.8,52.1,26.0,Wheat,30.0,138.44,3086.9,49.8,1499.0,83.4,90.7,72.3,43.7
Uttar Pradesh - Coastal District 2376,41147,1351.3,41.5,23.8,Wheat,82.6,470.26,8266.3,115.84,4188.6,55.6,86.4,62.7,37.3
Arunachal Pradesh - West District 2377,19206,1227.5,59.4,28.8,Maize,30.0,184.33,3242.1,77.24,601.8,59.7,94.5,66.5,42.2
Punjab - South District 2378,44558,1850.0,43.0,22.9,Rice,38.4,319.79,5901.5,96.52,1483.7,50.2,112.4,64.7,18.6
Tamil Nadu - Delta District 2379,9568,970.8,51.3,27.1,Maize,30.0,191.19,3446.8,91.91,603.7,67.2,83.5,27.5,38.0
Haryana - Coastal District 2380,17730,1269.8,50.3,29.4,Wheat,30.0,67.41,3318.8,32.58,1507.1,63.5,117.7,52.1,26.3
Andhra Pradesh - Rural District 2381,46259,953.3,79.1,16.5,Wheat,73.3,373.16,6634.8,103.28,3440.1,72.6,110.6,71.4,14.6
Jammu & Kashmir - Valley District 2382,31786,1808.2,48.8,33.0,Rice,41.7,326.77,5385.9,117.48,1581.1,18.2,104.7,60.6,0.9
Goa - Rural District 2383,18685,711.0,45.7,27.7,Wheat,30.0,129.27,3130.2,45.15,1499.2,52.0,97.7,38.0,28.9
Telangana - Central District 2384,46471,908.8,68.4,27.3,Pulses,104.5,215.63,4089.5,59.78,3105.8,72.4,102.8,55.4,16.7
Odisha - Urban District 2385,53968,1111.8,55.4,30.2,Maize,67.6,473.81,8990.8,228.44,1457.7,74.5,105.8,41.6,1.4
Assam - Plateau District 2386,11120,1537.8,57.8,33.3,Rice,30.0,203.71,3606.7,61.41,1286.4,48.0,109.2,42.6,16.5
Arunachal Pradesh - Hills District 2387,19150,1330.8,65.4,30.0,Wheat,47.1,237.56,5321.2,72.09,2246.0,52.8,103.5,40.4,53.1
Kerala - North District 2388,12321,1252.6,70.8,16.5,Wheat,30.0,154.8,2754.6,56.0,1557.1,47.1,104.2,52.0,45.7
Punjab - Plains District 2389,31406,1234.8,51.8,31.7,Rice,58.9,341.98,7681.1,137.54,2512.5,53.8,109.2,73.7,11.0
Goa - Coastal District 2390,61011,900.1,71.6,28.4,Wheat,82.9,360.52,8333.9,143.55,4146.2,64.2,107.4,34.6,0.0
Puducherry - Plateau District 2391,21623,1262.2,43.7,25.3,Rice,45.4,235.71,5536.2,92.37,1740.5,63.7,86.5,32.7,42.3
Arunachal Pradesh - Central District 2392,17500,1118.1,53.5,25.7,Maize,30.0,228.6,3854.1,86.86,679.6,58.1,104.4,51.9,34.4
Himachal Pradesh - East District 2393,39435,877.9,50.3,27.9,Wheat,48.4,209.85,5498.9,59.01,2309.6,59.4,104.3,33.0,28.0
Kerala - Central District 2394,16164,1083.0,67.9,27.1,Maize,32.2,218.0,3430.4,100.58,600.8,62.5,120.7,56.9,28.5
Manipur - Rural District 2395,10007,1456.5,65.1,26.6,Rice,30.0,230.0,3538.3,70.02,1170.7,29.6,111.2,44.5,53.6
Meghalaya - Plateau District 2396,30472,814.3,51.6,32.9,Pulses,61.8,110.86,3065.0,42.57,1865.0,86.6,101.0,66.9,29.3
Uttar Pradesh - Urban District 2397,53333,1080.9,39.6,21.7,Rice,79.5,350.21,10570.3,167.63,2810.4,71.1,122.1,46.1,9.1
Tripura - North District 2398,90048,984.6,67.1,32.9,Pulses,92.4,194.34,3455.3,61.22,2714.2,64.6,113.9,60.8,0.0
Delhi - Plains District 2399,15650,633.5,71.8,29.4,Rice,30.0,189.55,3710.6,59.07,1208.8,80.4,100.8,52.8,42.4
Haryana - South District 2400,32786,946.0,62.3,29.3,Rice,51.1,218.59,6199.5,80.08,1964.3,77.0,114.4,54.2,24.6
Jammu & Kashmir - Plateau District 2401,40793,886.5,72.5,29.0,Maize,64.6,387.03,6829.9,128.78,1354.5,65.9,118.8,27.5,26.4
Chhattisgarh - Plains District 2402,21066,1556.2,71.7,29.0,Rice,35.5,271.36,4768.2,88.51,1282.2,35.1,105.6,35.8,27.5
Uttar Pradesh - Urban District 2403,12832,688.0,57.2,25.8,Rice,30.0,163.17,3811.6,47.43,1229.9,75.0,90.8,59.3,46.2
Arunachal Pradesh - Valley District 2404,19863,908.5,67.1,28.4,Maize,35.3,282.86,3679.0,111.44,717.5,77.0,100.4,51.4,22.5
Odisha - Urban District 2405,18140,961.6,38.6,26.6,Maize,30.0,174.05,4662.8,78.53,611.3,58.5,90.5,45.7,30.5
Tripura - North District 2406,14490,815.4,70.6,27.7,Maize,30.0,148.66,3510.2,88.04,575.9,81.0,110.1,46.1,32.6
Arunachal Pradesh - Plateau District 2407,65621,1292.9,63.3,26.6,Wheat,92.6,444.41,9446.8,145.64,5171.3,47.9,105.5,70.8,9.1
Karnataka - North District 2408,39798,1094.2,33.0,23.5,Rice,30.0,197.6,4801.5,56.07,1256.3,76.7,101.6,51.3,26.9
Karnataka - East District 2409,84965,1174.3,72.3,25.8,Wheat,91.7,481.32,10168.8,148.33,4455.6,60.4,101.5,47.2,0.0
Andhra Pradesh - Plateau District 2410,54898,960.0,63.3,21.8,Wheat,82.1,259.78,7972.8,120.56,4211.7,58.2,115.8,52.2,0.0
West Bengal - Central District 2411,4931,402.6,48.2,26.1,Wheat,30.0,55.36,3084.6,36.96,1400.9,87.8,117.4,33.2,36.3
Maharashtra - Central District 2412,19020,416.5,54.7,26.2,Pulses,30.0,15.45,1257.9,20.89,900.0,87.6,110.3,56.4,20.9
Tamil Nadu - Rural District 2413,32450,1141.4,84.3,24.8,Maize,52.4,414.56,4299.9,184.66,1023.4,71.7,112.2,67.1,14.5
Delhi - South District 2414,16988,959.8,60.6,23.7,Wheat,30.0,75.76,3220.3,37.27,1273.1,61.7,102.4,37.6,19.1
Goa - North District 2415,22763,1364.2,84.9,30.6,Maize,50.3,383.07,4092.1,138.81,1043.2,39.2,118.1,48.5,7.3
Meghalaya - Central District 2416,156884,488.2,82.8,26.6,Pulses,349.4,165.18,12811.9,202.09,10200.8,67.2,97.4,76.7,0.0
Uttarakhand - East District 2417,6059,1069.8,38.6,30.9,Wheat,30.0,106.13,3080.7,37.84,1425.7,59.1,99.3,33.1,43.6
Uttar Pradesh - Plateau District 2418,49752,1484.1,71.1,25.1,Maize,124.9,1053.81,14434.7,310.12,2276.7,55.2,110.8,59.9,5.7
Meghalaya - Hills District 2419,16306,757.4,74.6,23.2,Wheat,30.0,151.16,3157.4,33.54,1540.7,67.2,108.4,41.2,32.3
Gujarat - Valley District 2420,85814,1159.0,68.5,18.6,Rice,212.0,1524.64,29295.9,583.07,8643.4,56.6,119.5,55.5,0.0
Telangana - Rural District 2421,45063,1213.8,73.7,28.9,Wheat,68.0,377.08,6984.3,111.05,2923.9,43.8,104.5,44.8,7.3
Tamil Nadu - West District 2422,73501,888.5,70.3,24.2,Wheat,124.9,536.63,11790.6,149.64,6086.8,65.5,109.1,65.5,3.6
Ladakh - Hills District 2423,79080,1427.5,56.9,24.5,Wheat,58.8,382.25,6377.1,93.01,3127.0,62.3,110.8,40.9,0.0
Andhra Pradesh - Coastal District 2424,34713,1184.7,50.6,25.4,Wheat,50.5,229.55,5087.4,67.67,2689.7,48.7,99.7,52.6,21.2
Nagaland - Hills District 2425,39104,1213.1,25.0,26.8,Rice,35.7,194.75,5823.6,76.57,1610.5,58.6,118.7,54.5,10.6
Jammu & Kashmir - Central District 2426,11714,715.6,42.6,29.9,Maize,30.0,136.37,3788.0,81.81,624.6,78.8,99.7,37.5,38.5
Himachal Pradesh - Coastal District 2427,6057,1168.0,52.4,29.2,Pulses,30.0,71.1,1361.8,18.23,978.8,58.5,98.8,36.4,42.1
Bihar - East District 2428,54056,387.5,65.4,33.0,Maize,95.0,471.36,11725.9,198.42,1959.0,73.7,113.4,68.4,42.4
Ladakh - East District 2429,11283,200.0,58.6,25.9,Maize,30.0,78.14,3937.8,66.82,569.6,81.0,108.0,58.2,47.2
Nagaland - Valley District 2430,101190,663.7,64.2,28.4,Rice,62.7,287.22,7748.8,120.38,2595.9,66.1,99.4,72.8,0.0
Assam - Plains District 2431,9193,1232.7,76.1,35.0,Wheat,30.0,155.69,2911.7,36.48,1540.4,60.6,107.5,42.8,13.8
Arunachal Pradesh - Delta District 2432,21350,419.0,73.1,27.7,Wheat,31.9,44.15,2991.5,32.24,1609.4,89.4,100.9,41.3,30.7
Telangana - Plains District 2433,49209,1119.6,74.4,32.3,Maize,83.8,490.94,7967.4,264.25,1779.0,83.9,106.5,62.6,13.4
Nagaland - Central District 2434,6848,1261.3,58.8,24.1,Wheat,30.0,173.4,3199.6,48.38,1594.5,58.8,103.0,40.8,19.6
Assam - Plains District 2435,11433,734.8,63.9,26.4,Wheat,30.0,126.57,2700.0,41.98,1461.7,55.2,103.4,55.9,14.0
Rajasthan - Rural District 2436,12435,1060.2,57.1,28.1,Rice,30.0,146.34,3938.5,60.96,1165.7,52.8,90.5,39.6,26.2
Maharashtra - Delta District 2437,76124,1736.2,50.4,21.4,Wheat,62.3,380.96,6951.0,106.24,2852.4,43.4,115.4,63.1,0.0
Nagaland - Urban District 2438,78614,1487.3,68.3,25.2,Rice,104.3,727.53,12181.1,218.47,3985.1,32.1,98.6,66.5,0.0
Uttarakhand - Urban District 2439,78460,908.8,56.5,25.4,Wheat,110.0,441.22,11175.1,179.76,5657.9,77.5,115.9,61.7,0.0
Jammu & Kashmir - Rural District 2440,33619,1172.2,44.3,26.7,Rice,30.9,210.77,4675.1,56.65,1240.0,55.6,97.3,48.7,27.5
Uttarakhand - East District 2441,52359,1713.3,75.1,31.1,Wheat,108.1,712.34,10611.8,213.67,5744.1,41.4,88.4,46.1,0.0
Meghalaya - Central District 2442,24357,1219.6,68.3,19.5,Maize,31.5,179.94,3122.5,89.45,561.4,63.6,96.5,39.5,52.7
Himachal Pradesh - Plateau District 2443,17206,1145.9,71.6,28.6,Pulses,31.4,97.87,1313.6,19.54,893.2,48.2,102.4,34.2,46.0
Bihar - North District 2444,13572,918.1,60.2,27.1,Maize,30.0,173.95,3194.9,66.14,622.2,50.4,113.5,39.0,32.6
Madhya Pradesh - Plateau District 2445,3111,1348.5,70.8,27.5,Wheat,30.0,177.69,2860.0,41.51,1711.9,50.8,104.1,58.8,36.0
Manipur - Coastal District 2446,30416,1318.0,94.6,30.1,Maize,36.7,354.92,3644.3,136.53,805.3,52.5,113.4,28.7,40.0
Telangana - South District 2447,11275,1075.4,64.0,30.3,Maize,30.0,188.01,3650.7,71.77,570.3,54.6,106.5,47.1,40.0
Jammu & Kashmir - East District 2448,49012,1527.3,42.4,24.4,Maize,100.3,779.92,11691.9,338.18,2212.8,49.4,113.7,37.4,1.1
Tripura - Hills District 2449,69635,1074.6,69.8,26.3,Maize,163.6,827.24,19097.2,339.58,3773.1,54.6,99.7,90.2,10.2
Odisha - Rural District 2450,147174,638.4,45.9,28.7,Pulses,185.1,406.04,10905.9,144.45,5969.5,73.5,94.0,53.9,0.0
Rajasthan - South District 2451,31342,1035.1,61.9,24.9,Wheat,30.0,133.43,2710.8,46.56,1505.3,68.8,104.2,50.9,30.0
West Bengal - Rural District 2452,11770,1125.9,70.5,23.8,Maize,30.0,181.99,2601.7,115.47,541.1,75.6,111.2,39.3,38.7
Assam - Plateau District 2453,48354,1516.5,52.7,27.8,Rice,88.8,504.75,11417.8,206.39,3615.4,38.8,108.9,65.4,21.4
Arunachal Pradesh - Plains District 2454,35245,1076.3,61.1,29.0,Maize,40.1,217.51,4046.6,145.22,797.0,66.2,110.6,20.2,9.6
Uttar Pradesh - Urban District 2455,11116,592.2,44.7,31.0,Pulses,30.0,56.74,1481.2,21.42,895.8,80.6,82.5,50.0,46.2
Odisha - Rural District 2456,11794,1504.0,56.4,36.2,Pulses,30.0,93.38,1408.1,24.63,814.4,61.9,113.5,25.0,30.0
Arunachal Pradesh - Urban District 2457,10857,823.5,61.5,22.0,Wheat,30.0,124.65,3227.4,44.04,1656.4,81.3,107.7,36.2,39.2
Assam - Urban District 2458,73256,898.7,71.3,24.0,Maize,69.8,442.29,6962.6,209.27,1407.8,77.2,117.4,75.2,0.0
Goa - Valley District 2459,12878,1377.9,55.9,28.4,Wheat,30.0,164.84,3286.7,58.28,1476.5,60.7,95.5,37.3,34.0
Uttarakhand - Valley District 2460,16135,954.0,53.3,29.5,Pulses,32.9,57.44,1483.0,17.38,1065.9,68.2,118.1,37.6,29.1
Nagaland - Urban District 2461,38764,1035.7,32.9,24.7,Rice,41.6,210.04,6333.2,99.07,1718.9,59.3,103.5,56.8,11.9
Kerala - Coastal District 2462,17883,1365.5,83.8,25.4,Rice,31.5,218.73,3922.2,70.31,1233.7,48.2,115.0,43.1,24.2
Puducherry - Urban District 2463,60877,898.8,64.0,28.0,Pulses,88.1,175.58,3310.5,76.31,3018.7,65.9,112.2,53.0,6.7
Meghalaya - Coastal District 2464,19507,1066.1,60.0,23.5,Maize,32.0,180.82,3856.1,78.05,581.7,52.7,111.4,77.5,33.5
Andhra Pradesh - North District 2465,8907,850.6,70.9,24.5,Rice,30.0,133.72,3958.1,47.71,1144.9,76.4,104.0,47.5,54.2
Nagaland - South District 2466,9916,1298.7,42.5,22.7,Wheat,30.0,162.72,3122.3,34.2,1476.9,62.6,106.3,39.3,34.3
Gujarat - Valley District 2467,25219,1465.6,85.7,24.8,Wheat,37.3,237.71,3639.6,59.57,1814.5,50.4,97.5,24.6,32.7
Jammu & Kashmir - Urban District 2468,33839,1486.6,67.4,29.3,Wheat,81.5,442.66,7933.2,144.31,4162.3,52.9,94.3,45.4,23.7
Puducherry - Plains District 2469,24239,801.0,41.4,31.6,Maize,35.2,159.33,4489.2,75.65,685.3,73.4,112.1,46.4,9.2
Andhra Pradesh - Delta District 2470,18700,1113.1,48.0,39.1,Rice,30.0,147.52,4513.3,62.18,1292.4,75.4,99.9,45.3,20.1
Madhya Pradesh - Rural District 2471,14422,535.6,61.7,20.3,Rice,30.0,125.92,3570.8,49.69,1247.2,92.2,106.2,53.6,50.5
Ladakh - Plains District 2472,18638,512.3,78.2,31.7,Rice,30.0,127.8,3138.5,72.7,1217.7,100.0,107.5,42.2,24.4
Manipur - Valley District 2473,16191,1146.8,83.3,31.3,Rice,30.0,155.26,2899.5,49.27,1162.2,55.6,93.8,49.9,40.2
Bihar - Central District 2474,22341,1476.9,66.8,23.7,Wheat,34.4,243.58,4072.4,63.97,1824.1,43.4,119.5,37.6,30.2
Sikkim - Valley District 2475,10154,1440.5,75.2,24.5,Rice,30.0,190.04,3220.9,68.03,1202.1,37.0,115.0,44.1,48.4
Gujarat - Urban District 2476,38702,1387.0,73.9,30.9,Maize,67.5,505.26,6539.5,195.31,1376.6,51.3,96.0,55.3,24.7
Meghalaya - Urban District 2477,64040,1040.9,50.8,26.4,Rice,78.1,452.39,9528.6,196.42,2896.2,50.3,117.6,61.8,0.0
Himachal Pradesh - North District 2478,11656,804.8,63.6,26.2,Rice,30.0,192.16,3830.0,70.24,1208.1,64.0,96.4,62.2,33.8
Meghalaya - Delta District 2479,17556,1135.2,61.2,26.3,Rice,30.0,171.37,4009.5,66.72,1346.2,63.3,107.6,40.7,12.8
Haryana - Central District 2480,9970,1047.6,52.4,35.0,Maize,30.0,218.45,3327.8,93.73,612.0,63.0,102.5,33.4,45.6
Chhattisgarh - Valley District 2481,20320,705.0,67.4,24.5,Maize,44.7,255.3,5050.8,102.6,923.0,79.6,108.6,60.8,28.5
Himachal Pradesh - Valley District 2482,35187,1132.4,36.7,29.4,Wheat,62.3,268.78,6664.2,98.13,3317.0,56.4,105.7,62.4,23.0
Sikkim - Plateau District 2483,66115,200.0,64.6,29.3,Maize,90.7,145.86,9741.4,207.08,1874.7,100.0,116.0,68.2,0.0
Gujarat - Coastal District 2484,33912,912.9,94.0,25.7,Rice,40.9,238.98,3544.3,96.77,1703.7,53.5,113.0,66.8,12.6
Madhya Pradesh - East District 2485,128481,1504.4,26.5,29.1,Rice,148.0,942.43,25030.8,337.64,5848.3,46.2,114.5,76.6,0.0
Odisha - Coastal District 2486,19125,1466.7,34.3,25.0,Maize,30.0,232.42,4291.9,80.41,583.7,43.3,92.6,71.3,47.8
Assam - Coastal District 2487,13912,1588.7,60.0,28.9,Wheat,30.0,200.88,2977.1,52.4,1408.9,53.9,113.7,36.0,17.4
Maharashtra - Delta District 2488,53349,546.0,89.3,28.2,Wheat,118.8,284.97,11339.2,132.64,5909.4,84.7,105.0,43.4,2.2
Jharkhand - Hills District 2489,20182,1226.0,57.3,23.7,Rice,47.7,248.71,5294.7,82.29,1660.7,59.1,92.7,58.3,25.8
Uttarakhand - Valley District 2490,7187,1229.6,37.9,25.4,Maize,30.0,158.75,3759.7,81.99,613.7,79.4,91.4,49.0,60.9
Uttarakhand - West District 2491,57299,1076.1,70.6,22.2,Rice,130.1,993.38,15914.5,237.2,5231.6,54.2,107.7,69.5,0.0
Andhra Pradesh - Urban District 2492,17744,708.9,56.0,29.6,Wheat,40.2,162.22,3971.1,57.81,2084.6,79.7,97.7,43.5,44.1
Goa - West District 2493,10027,1170.8,35.5,26.6,Maize,30.0,179.29,4163.1,95.75,618.4,48.0,119.0,63.6,22.5
Puducherry - Plateau District 2494,30050,986.2,47.1,27.4,Pulses,59.9,117.82,2677.5,35.12,1663.4,76.1,109.4,53.2,10.0
Tripura - Valley District 2495,54638,1250.4,57.1,26.8,Wheat,70.8,336.63,8104.9,115.04,3629.4,58.6,123.9,34.6,0.0
Delhi - Plains District 2496,28174,1007.5,47.7,29.9,Wheat,30.5,107.91,3632.0,43.17,1624.0,64.2,101.1,43.1,18.8
Odisha - Hills District 2497,13423,1142.2,60.0,27.2,Pulses,30.0,103.48,1397.1,21.37,838.2,58.9,95.5,37.3,48.8
Karnataka - Plains District 2498,63425,1111.9,63.1,26.6,Rice,125.0,733.61,17740.5,322.59,4921.8,70.0,111.1,77.6,4.3
Bihar - Hills District 2499,8747,1047.6,54.6,18.9,Maize,30.0,162.5,4025.8,62.76,558.3,63.2,109.5,49.6,44.3
Chhattisgarh - Coastal District 2500,36301,1598.5,79.8,28.5,Pulses,48.1,112.95,2058.7,32.26,1444.0,30.2,106.3,54.1,22.8
Punjab - Urban District 2501,18741,1214.0,87.0,30.9,Wheat,30.0,113.4,2368.3,34.35,1686.7,47.0,84.5,24.0,19.8
Jammu & Kashmir - East District 2502,94394,983.5,57.2,29.8,Rice,43.4,199.63,5719.8,95.55,1772.2,62.5,103.0,86.6,0.0
Maharashtra - Urban District 2503,64163,1325.0,67.5,20.9,Maize,131.2,1109.22,16736.2,436.14,2809.0,39.8,116.4,82.6,4.5
Uttar Pradesh - South District 2504,74742,1179.7,51.4,24.8,Maize,142.0,694.39,18009.6,429.01,2883.7,60.3,105.9,62.9,0.0
Meghalaya - West District 2505,10091,833.0,38.7,21.2,Wheat,30.0,117.63,3854.2,44.28,1400.7,61.9,109.0,46.4,49.7
Sikkim - North District 2506,17188,1236.2,36.5,33.3,Rice,30.0,174.33,4282.8,58.65,1074.1,56.2,108.1,46.3,28.3
Haryana - West District 2507,11071,1447.9,43.7,23.9,Wheat,30.0,176.08,3587.2,49.83,1687.9,45.0,117.0,63.1,41.4
Andhra Pradesh - Plains District 2508,7655,923.6,64.8,32.8,Maize,30.0,150.36,3143.2,86.56,619.6,65.1,110.8,75.2,54.9
Odisha - Delta District 2509,20035,1403.9,43.0,20.5,Maize,34.5,265.7,4148.1,114.44,731.7,43.7,98.0,62.9,41.3
Haryana - Plateau District 2510,102030,994.8,51.3,22.7,Rice,202.2,1041.46,30382.9,338.07,8537.5,51.9,106.9,48.8,0.0
Uttarakhand - North District 2511,16841,878.9,36.5,30.3,Rice,31.0,175.34,4503.8,58.86,1088.3,62.1,106.5,44.8,30.3
Manipur - North District 2512,23318,848.6,66.8,25.6,Rice,40.2,212.0,5045.4,83.64,1495.5,61.8,79.6,40.1,24.5
Odisha - South District 2513,16400,1435.0,71.7,31.9,Maize,30.0,189.94,3450.7,76.57,593.4,38.4,111.3,63.2,29.8
Delhi - South District 2514,83151,1669.2,82.0,29.2,Wheat,83.4,595.82,7115.3,148.2,4716.9,31.0,113.6,61.0,0.0
Jammu & Kashmir - Coastal District 2515,62683,654.8,23.5,26.0,Rice,125.2,524.04,22164.4,262.12,5093.9,53.3,103.6,55.8,0.0
Rajasthan - Coastal District 2516,37173,1201.5,64.3,24.4,Rice,30.0,184.95,3810.4,78.81,1275.2,55.5,99.9,46.8,36.1
Chhattisgarh - Plateau District 2517,18072,753.9,76.5,27.8,Maize,30.0,143.62,3458.5,82.47,581.5,70.4,117.1,57.8,36.9
Manipur - West District 2518,15783,1424.8,45.7,31.1,Maize,30.0,215.96,3990.9,84.01,616.4,50.5,104.6,29.3,44.9
Delhi - South District 2519,18442,1166.3,73.4,29.8,Wheat,30.0,120.11,2948.7,35.11,1610.1,59.5,105.0,37.7,33.0
Chhattisgarh - East District 2520,63076,2298.7,49.2,26.4,Wheat,112.1,1098.35,12031.7,176.46,5406.2,17.3,113.1,33.1,0.0
Odisha - South District 2521,41946,1405.0,53.2,26.2,Wheat,30.0,170.14,3005.2,46.67,1487.8,58.0,105.6,52.8,15.8
Tripura - Valley District 2522,27750,1258.3,33.9,25.9,Rice,42.5,220.22,6695.3,84.56,1752.9,43.8,108.2,48.4,36.9
Rajasthan - Coastal District 2523,28102,866.0,65.0,29.5,Maize,30.0,189.18,3465.6,90.86,543.7,71.7,111.0,25.9,21.2
Sikkim - Hills District 2524,17826,1330.7,64.4,28.0,Pulses,31.7,96.39,1652.4,22.55,934.1,54.2,100.0,55.6,40.7
Ladakh - Urban District 2525,16030,1032.8,61.9,25.2,Wheat,33.7,205.76,3580.1,70.06,1763.8,74.7,115.6,42.1,21.0
Telangana - East District 2526,33794,728.5,58.0,25.7,Rice,47.3,132.72,6878.7,82.24,1951.5,61.3,108.9,28.7,33.9
Tamil Nadu - Plateau District 2527,14411,1357.2,40.0,33.5,Wheat,30.0,121.22,2955.2,43.55,1429.1,58.4,104.6,63.4,36.7
Ladakh - Plateau District 2528,31567,441.4,56.2,19.8,Wheat,30.0,124.53,3587.2,37.16,1496.6,90.8,103.5,50.7,33.9
Andhra Pradesh - Hills District 2529,14240,1261.9,23.6,22.5,Pulses,30.0,26.39,1379.8,17.67,867.5,50.3,98.2,40.5,50.1
Nagaland - Plateau District 2530,54924,576.3,47.0,30.4,Maize,87.7,322.78,12586.9,192.28,1875.2,99.4,119.3,63.5,0.0
Himachal Pradesh - Rural District 2531,16129,1244.4,70.6,22.3,Wheat,30.0,122.2,2955.8,43.54,1403.7,50.6,96.1,45.9,53.7
Goa - Plains District 2532,17845,663.6,65.3,34.0,Rice,30.0,140.81,3855.9,47.02,1144.0,78.1,75.9,53.3,43.9
Maharashtra - Coastal District 2533,14533,1124.2,61.6,31.2,Rice,30.0,146.76,3837.7,49.9,1143.7,66.5,113.1,54.6,14.8
Bihar - Coastal District 2534,8856,609.6,43.1,28.0,Rice,30.0,114.91,4346.1,55.58,1213.4,69.7,111.6,61.4,37.8
Arunachal Pradesh - Valley District 2535,94345,1185.1,64.0,28.7,Rice,91.5,492.83,11236.3,184.92,3744.0,74.5,109.2,64.5,0.0
Bihar - West District 2536,17589,1390.5,53.5,27.1,Rice,32.9,226.07,4463.2,77.48,1288.3,57.8,104.4,18.6,0.0
Punjab - East District 2537,9593,1331.9,82.0,25.2,Rice,30.0,220.74,3004.6,65.09,1270.6,53.4,106.5,50.1,33.6
Delhi - Urban District 2538,6344,1152.1,48.1,24.6,Rice,30.0,195.27,4758.6,77.5,1237.2,47.9,88.4,59.6,44.0
Manipur - Central District 2539,60440,1575.6,56.7,28.5,Rice,97.1,618.87,11512.4,199.12,4071.1,49.3,107.7,52.7,0.0
Delhi - Valley District 2540,6158,674.4,99.1,26.5,Wheat,30.0,126.54,2414.4,40.92,1438.3,80.7,91.9,60.2,38.4
West Bengal - North District 2541,1692,853.6,61.1,28.3,Wheat,30.0,141.06,2777.3,34.37,1595.7,68.4,105.0,39.8,41.1
Jammu & Kashmir - Hills District 2542,19898,350.6,65.4,23.5,Rice,30.0,111.73,3897.8,59.5,1192.2,81.5,87.3,41.6,31.3
Odisha - North District 2543,5724,1276.9,69.9,27.8,Wheat,30.0,143.21,2379.8,34.21,1465.1,59.3,110.9,45.6,26.2
Himachal Pradesh - Hills District 2544,32192,1166.1,28.1,24.4,Rice,60.3,370.54,9021.2,143.05,2727.0,54.1,127.6,53.2,46.0
Chhattisgarh - West District 2545,9105,910.5,57.2,30.6,Wheat,30.0,97.56,3425.4,37.32,1560.6,72.8,95.1,24.1,54.7
Himachal Pradesh - Hills District 2546,51589,859.9,71.5,32.3,Rice,56.2,319.97,6484.0,140.12,2324.1,69.5,102.9,67.1,9.9
Haryana - Hills District 2547,10622,1199.2,50.8,35.6,Maize,30.0,190.95,4016.4,75.71,640.1,46.8,99.5,34.9,51.6
Nagaland - South District 2548,7419,1221.1,62.1,26.3,Wheat,30.0,152.22,2936.4,42.77,1400.5,72.9,102.5,39.3,57.7
Madhya Pradesh - Plains District 2549,25509,1301.8,71.1,25.4,Rice,48.8,362.21,5824.2,139.34,2031.8,53.8,110.5,46.1,24.3
Gujarat - Rural District 2550,25882,1235.9,54.5,28.3,Wheat,39.0,190.46,3787.0,53.53,2084.0,48.4,110.3,59.9,41.7
Uttar Pradesh - North District 2551,93917,1098.4,61.3,19.6,Rice,102.0,663.77,13148.3,209.01,3910.3,64.0,110.2,74.0,0.0
Andhra Pradesh - Valley District 2552,29902,880.6,31.7,22.2,Wheat,44.1,160.59,4628.1,56.18,2246.2,71.4,103.8,42.4,34.7
Odisha - Rural District 2553,15841,619.6,79.1,28.3,Maize,30.0,170.42,3124.0,85.58,621.2,62.2,104.5,40.8,57.4
Jharkhand - Central District 2554,25657,1204.3,67.4,24.3,Rice,33.7,199.75,4582.5,79.25,1443.0,69.2,94.5,55.3,34.8
Goa - Plains District 2555,10676,1035.1,89.1,26.7,Rice,30.0,206.45,2926.2,73.12,1153.9,60.6,96.0,41.7,57.0
Meghalaya - Plains District 2556,276637,1145.6,50.5,24.9,Rice,442.4,2333.46,60460.2,577.93,18331.0,61.0,106.7,100.0,0.0
Tripura - Rural District 2557,58429,951.6,62.2,31.0,Maize,64.2,339.38,7339.8,154.62,1229.1,60.3,105.3,52.4,0.0
Tripura - Plains District 2558,8203,1781.5,45.7,29.4,Maize,30.0,238.88,4127.0,91.33,563.8,33.6,114.2,47.5,39.5
Chhattisgarh - Central District 2559,5407,1029.8,43.8,31.9,Rice,30.0,190.66,4001.5,68.6,1209.6,61.3,124.8,39.6,29.0
West Bengal - North District 2560,13084,1418.3,63.1,22.6,Pulses,30.0,51.52,1506.8,15.97,895.0,64.2,103.3,61.0,18.7
